run_id,num_gpus,batch_size,loading_time,compute_time,rank
10,3,128,1.1961777210235596,0.5445418357849121,1
10,3,128,0.7863631248474121,0.5456042289733887,0
10,3,128,0.7568881511688232,0.9004671573638916,2
