run_id,num_devices,batch_size,loading_time,compute_time,rank
1,7,32,0.08837485313415527,3.300196886062622,1
1,7,32,0.07858991622924805,3.317904472351074,0
1,7,32,0.14723515510559082,3.247465133666992,4
1,7,32,0.06468868255615234,3.3295021057128906,2
1,7,32,0.13456225395202637,3.252708911895752,5
1,7,32,0.11530613899230957,3.2726986408233643,3
1,7,32,0.13903117179870605,3.2593581676483154,6
