run_id,num_devices,batch_size,loading_time,compute_time,rank
10,6,32,0.12089323997497559,3.797696828842163,0
10,6,32,0.16322064399719238,3.7414376735687256,3
10,6,32,0.10932064056396484,3.7959794998168945,1
10,6,32,0.0919809341430664,3.823359251022339,2
10,6,32,0.12674808502197266,3.7911906242370605,4
10,6,32,0.11392354965209961,3.7973761558532715,5
