run_id,num_gpus,batch_size,loading_time,compute_time,rank
5,3,16,0.1170647144317627,0.46009325981140137,0
5,3,16,0.13048982620239258,0.4572920799255371,1
5,3,16,0.11395740509033203,0.4644489288330078,2
